All event log messages.
Date:	2016-10-17 12:18:54
System Name:	MCube6.03
Controller Name:	192.168.1.2
Controller Id	120-502362

RobotWare: 6.03.00.00
Key:	
Options:	
	RobotWare Base
	709-1 DeviceNet Master/Slave
	623-1 Multitasking
	604-1 MultiMove Coordinated
	623-1 Multitasking
	608-1 World Zones
	613-1 Collision Detection
	614-1 FTP and NFS client
	616-1 PC Interface
	617-1 FlexPendant Interface
	689-1 Externally Guided Motion (EGM)
	English
	Auto acknowledge input

Robot1
Key:	
Options:	
	IRB 120T-0.58/3
	Axis Calibration
	Drive System IRB 120/140/260/360/910SC/1200/1400/1520/1600

Robot2
Key:	
Options:	
	IRB 120T-0.58/3
	Axis Calibration
	Drive System IRB 120/140/260/360/910SC/1200/1400/1520/1600



Common log messages
SeqNo     	Type	Category            	Code    	Title                                   	Date                	Description	Arguments
6311728   	I   	Operational         	10125   	Program stopped                         	2016-10-17 12:12:35 	The task T_ROB2 has stopped. The reason is that an external or internal stop has occurred. 	{args: "4", "T_ROB2"}
6311729   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-17 12:13:57 	The program pointer of task T_ROB2 has been reset.	{args: "4", "0", "T_ROB2"}
6311730   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-17 12:14:05 	The program pointer of task T_ROB1 has been reset.	{args: "1", "0", "T_ROB1"}
6311731   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-17 12:14:05 	The program pointer of task LOGGER2 has been reset.	{args: "2", "0", "LOGGER2"}
6311732   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-17 12:14:05 	The program pointer of task LOGGER1 has been reset.	{args: "3", "0", "LOGGER1"}
6311733   	I   	Operational         	10052   	Regain start                            	2016-10-17 12:14:06 	A regain movement has started.	{args: "0"}
6311734   	I   	Operational         	10053   	Regain ready                            	2016-10-17 12:14:06 	The regain movement is ready.	{args: "0"}
6311735   	I   	Operational         	10151   	Program started                         	2016-10-17 12:14:06 	Execution of task T_ROB1 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB1"}
6311736   	I   	Operational         	10151   	Program started                         	2016-10-17 12:14:06 	Execution of task LOGGER2 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "2", "LOGGER2"}
6311737   	I   	Operational         	10151   	Program started                         	2016-10-17 12:14:06 	Execution of task LOGGER1 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "3", "LOGGER1"}
6311738   	I   	Operational         	10151   	Program started                         	2016-10-17 12:14:06 	Execution of task T_ROB2 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "4", "T_ROB2"}
6311742   	W   	Process             	112600  	Init of communication interface failed  	2016-10-17 12:14:26 	Task T_ROB2Communication interface could not be initialized.Program Ref. /SERVER/RRI_Open/SiConnect/105	{args: "T_ROB2", "/SERVER/RRI_Open/SiConnect/105", "ERR_COMM_INIT"}
6311743   	E   	Process             	112600  	Init of communication interface failed  	2016-10-17 12:14:26 	Task T_ROB2Communication interface could not be initialized.Program Ref. /SERVER/RRI_Open/SiConnect/105	{args: "T_ROB2", "/SERVER/RRI_Open/SiConnect/105", "ERR_COMM_INIT"}
6311744   	E   	Program             	40228   	Execution error                         	2016-10-17 12:14:26 	The execution of task T_ROB2 has been stopped by a runtime error 112600.	{args: "T_ROB2", "112600"}
6311745   	I   	Operational         	10020   	Execution error state                   	2016-10-17 12:14:26 	The program execution in task T_ROB2 has been stopped due to a spontaneous error.	{args: "4", "T_ROB2"}
6311746   	I   	Operational         	10126   	Program stopped                         	2016-10-17 12:14:26 	The task T_ROB2 has stopped. The reason is that an error has occurred. 	{args: "4", "T_ROB2"}
6311747   	I   	Operational         	10125   	Program stopped                         	2016-10-17 12:15:30 	The task LOGGER2 has stopped. The reason is that an external or internal stop has occurred. 	{args: "2", "LOGGER2"}
6311748   	I   	Operational         	10125   	Program stopped                         	2016-10-17 12:15:30 	The task LOGGER1 has stopped. The reason is that an external or internal stop has occurred. 	{args: "3", "LOGGER1"}
6311749   	I   	Operational         	10125   	Program stopped                         	2016-10-17 12:15:30 	The task T_ROB1 has stopped. The reason is that an external or internal stop has occurred. 	{args: "1", "T_ROB1"}
6311750   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-17 12:15:52 	The program pointer of task T_ROB1 has been reset.	{args: "1", "0", "T_ROB1"}
6311751   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-17 12:15:52 	The program pointer of task LOGGER2 has been reset.	{args: "2", "0", "LOGGER2"}
6311752   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-17 12:15:52 	The program pointer of task LOGGER1 has been reset.	{args: "3", "0", "LOGGER1"}
6311753   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-17 12:15:52 	The program pointer of task T_ROB2 has been reset.	{args: "4", "0", "T_ROB2"}
6311754   	I   	Operational         	10021   	Execution error reset                   	2016-10-17 12:15:52 	 The program execution in task T_ROB2 has left a spontaneous error state. 	{args: "4", "T_ROB2"}
6311755   	I   	Operational         	10052   	Regain start                            	2016-10-17 12:15:53 	A regain movement has started.	{args: "0"}
6311756   	I   	Operational         	10053   	Regain ready                            	2016-10-17 12:15:53 	The regain movement is ready.	{args: "0"}
6311757   	I   	Operational         	10151   	Program started                         	2016-10-17 12:15:53 	Execution of task T_ROB1 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB1"}
6311758   	I   	Operational         	10151   	Program started                         	2016-10-17 12:15:53 	Execution of task LOGGER2 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "2", "LOGGER2"}
6311759   	I   	Operational         	10151   	Program started                         	2016-10-17 12:15:53 	Execution of task LOGGER1 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "3", "LOGGER1"}
6311760   	I   	Operational         	10151   	Program started                         	2016-10-17 12:15:53 	Execution of task T_ROB2 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "4", "T_ROB2"}
6311764   	W   	Process             	112600  	Init of communication interface failed  	2016-10-17 12:15:58 	Task T_ROB2Communication interface could not be initialized.Program Ref. /SERVER/RRI_Open/SiConnect/105	{args: "T_ROB2", "/SERVER/RRI_Open/SiConnect/105", "ERR_COMM_INIT"}
6311765   	E   	Process             	112600  	Init of communication interface failed  	2016-10-17 12:15:58 	Task T_ROB2Communication interface could not be initialized.Program Ref. /SERVER/RRI_Open/SiConnect/105	{args: "T_ROB2", "/SERVER/RRI_Open/SiConnect/105", "ERR_COMM_INIT"}
6311766   	E   	Program             	40228   	Execution error                         	2016-10-17 12:15:58 	The execution of task T_ROB2 has been stopped by a runtime error 112600.	{args: "T_ROB2", "112600"}
6311767   	I   	Operational         	10020   	Execution error state                   	2016-10-17 12:15:58 	The program execution in task T_ROB2 has been stopped due to a spontaneous error.	{args: "4", "T_ROB2"}
6311768   	I   	Operational         	10126   	Program stopped                         	2016-10-17 12:15:58 	The task T_ROB2 has stopped. The reason is that an error has occurred. 	{args: "4", "T_ROB2"}
6311769   	I   	Operational         	10021   	Execution error reset                   	2016-10-17 12:17:37 	 The program execution in task T_ROB2 has left a spontaneous error state. 	{args: "4", "T_ROB2"}
6311770   	I   	Operational         	10052   	Regain start                            	2016-10-17 12:17:37 	A regain movement has started.	{args: "0"}
6311771   	I   	Operational         	10053   	Regain ready                            	2016-10-17 12:17:37 	The regain movement is ready.	{args: "0"}
6311772   	I   	Operational         	10156   	Program restarted                       	2016-10-17 12:17:37 	Execution of task T_ROB2 has been restarted from where it was previously stopped. The originator is an external client.	{args: "4", "T_ROB2"}
6311776   	W   	Process             	112600  	Init of communication interface failed  	2016-10-17 12:17:38 	Task T_ROB2Communication interface could not be initialized.Program Ref. /SERVER/RRI_Open/SiConnect/105	{args: "T_ROB2", "/SERVER/RRI_Open/SiConnect/105", "ERR_COMM_INIT"}
6311777   	E   	Process             	112600  	Init of communication interface failed  	2016-10-17 12:17:38 	Task T_ROB2Communication interface could not be initialized.Program Ref. /SERVER/RRI_Open/SiConnect/105	{args: "T_ROB2", "/SERVER/RRI_Open/SiConnect/105", "ERR_COMM_INIT"}
6311778   	E   	Program             	40228   	Execution error                         	2016-10-17 12:17:38 	The execution of task T_ROB2 has been stopped by a runtime error 112600.	{args: "T_ROB2", "112600"}
6311779   	I   	Operational         	10020   	Execution error state                   	2016-10-17 12:17:38 	The program execution in task T_ROB2 has been stopped due to a spontaneous error.	{args: "4", "T_ROB2"}
6311780   	I   	Operational         	10126   	Program stopped                         	2016-10-17 12:17:38 	The task T_ROB2 has stopped. The reason is that an error has occurred. 	{args: "4", "T_ROB2"}
6311781   	I   	Operational         	10125   	Program stopped                         	2016-10-17 12:17:49 	The task LOGGER2 has stopped. The reason is that an external or internal stop has occurred. 	{args: "2", "LOGGER2"}
6311782   	I   	Operational         	10125   	Program stopped                         	2016-10-17 12:17:49 	The task LOGGER1 has stopped. The reason is that an external or internal stop has occurred. 	{args: "3", "LOGGER1"}
6311783   	I   	Operational         	10125   	Program stopped                         	2016-10-17 12:17:49 	The task T_ROB1 has stopped. The reason is that an external or internal stop has occurred. 	{args: "1", "T_ROB1"}
6311784   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-17 12:18:09 	The program pointer of task T_ROB1 has been reset.	{args: "1", "0", "T_ROB1"}
6311785   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-17 12:18:09 	The program pointer of task LOGGER2 has been reset.	{args: "2", "0", "LOGGER2"}
6311786   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-17 12:18:09 	The program pointer of task LOGGER1 has been reset.	{args: "3", "0", "LOGGER1"}
6311787   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-17 12:18:09 	The program pointer of task T_ROB2 has been reset.	{args: "4", "0", "T_ROB2"}
6311788   	I   	Operational         	10021   	Execution error reset                   	2016-10-17 12:18:09 	 The program execution in task T_ROB2 has left a spontaneous error state. 	{args: "4", "T_ROB2"}
6311789   	I   	Operational         	10052   	Regain start                            	2016-10-17 12:18:12 	A regain movement has started.	{args: "0"}
6311790   	I   	Operational         	10053   	Regain ready                            	2016-10-17 12:18:12 	The regain movement is ready.	{args: "0"}
6311791   	I   	Operational         	10151   	Program started                         	2016-10-17 12:18:12 	Execution of task T_ROB1 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB1"}
6311792   	I   	Operational         	10151   	Program started                         	2016-10-17 12:18:12 	Execution of task LOGGER2 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "2", "LOGGER2"}
6311793   	I   	Operational         	10151   	Program started                         	2016-10-17 12:18:12 	Execution of task LOGGER1 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "3", "LOGGER1"}
6311794   	I   	Operational         	10151   	Program started                         	2016-10-17 12:18:12 	Execution of task T_ROB2 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "4", "T_ROB2"}
6311798   	W   	Process             	112600  	Init of communication interface failed  	2016-10-17 12:18:17 	Task T_ROB2Communication interface could not be initialized.Program Ref. /SERVER/RRI_Open/SiConnect/105	{args: "T_ROB2", "/SERVER/RRI_Open/SiConnect/105", "ERR_COMM_INIT"}
6311799   	E   	Process             	112600  	Init of communication interface failed  	2016-10-17 12:18:17 	Task T_ROB2Communication interface could not be initialized.Program Ref. /SERVER/RRI_Open/SiConnect/105	{args: "T_ROB2", "/SERVER/RRI_Open/SiConnect/105", "ERR_COMM_INIT"}
6311800   	E   	Program             	40228   	Execution error                         	2016-10-17 12:18:17 	The execution of task T_ROB2 has been stopped by a runtime error 112600.	{args: "T_ROB2", "112600"}
6311801   	I   	Operational         	10020   	Execution error state                   	2016-10-17 12:18:17 	The program execution in task T_ROB2 has been stopped due to a spontaneous error.	{args: "4", "T_ROB2"}
6311802   	I   	Operational         	10126   	Program stopped                         	2016-10-17 12:18:17 	The task T_ROB2 has stopped. The reason is that an error has occurred. 	{args: "4", "T_ROB2"}

Operational log messages
SeqNo     	Type	Category            	Code    	Title                                   	Date                	Description	Arguments
6311771   	I   	Operational         	10053   	Regain ready                            	2016-10-17 12:17:37 	The regain movement is ready.	{args: "0"}
6311772   	I   	Operational         	10156   	Program restarted                       	2016-10-17 12:17:37 	Execution of task T_ROB2 has been restarted from where it was previously stopped. The originator is an external client.	{args: "4", "T_ROB2"}
6311779   	I   	Operational         	10020   	Execution error state                   	2016-10-17 12:17:38 	The program execution in task T_ROB2 has been stopped due to a spontaneous error.	{args: "4", "T_ROB2"}
6311780   	I   	Operational         	10126   	Program stopped                         	2016-10-17 12:17:38 	The task T_ROB2 has stopped. The reason is that an error has occurred. 	{args: "4", "T_ROB2"}
6311781   	I   	Operational         	10125   	Program stopped                         	2016-10-17 12:17:49 	The task LOGGER2 has stopped. The reason is that an external or internal stop has occurred. 	{args: "2", "LOGGER2"}
6311782   	I   	Operational         	10125   	Program stopped                         	2016-10-17 12:17:49 	The task LOGGER1 has stopped. The reason is that an external or internal stop has occurred. 	{args: "3", "LOGGER1"}
6311783   	I   	Operational         	10125   	Program stopped                         	2016-10-17 12:17:49 	The task T_ROB1 has stopped. The reason is that an external or internal stop has occurred. 	{args: "1", "T_ROB1"}
6311784   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-17 12:18:09 	The program pointer of task T_ROB1 has been reset.	{args: "1", "0", "T_ROB1"}
6311785   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-17 12:18:09 	The program pointer of task LOGGER2 has been reset.	{args: "2", "0", "LOGGER2"}
6311786   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-17 12:18:09 	The program pointer of task LOGGER1 has been reset.	{args: "3", "0", "LOGGER1"}
6311787   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-17 12:18:09 	The program pointer of task T_ROB2 has been reset.	{args: "4", "0", "T_ROB2"}
6311788   	I   	Operational         	10021   	Execution error reset                   	2016-10-17 12:18:09 	 The program execution in task T_ROB2 has left a spontaneous error state. 	{args: "4", "T_ROB2"}
6311789   	I   	Operational         	10052   	Regain start                            	2016-10-17 12:18:12 	A regain movement has started.	{args: "0"}
6311790   	I   	Operational         	10053   	Regain ready                            	2016-10-17 12:18:12 	The regain movement is ready.	{args: "0"}
6311791   	I   	Operational         	10151   	Program started                         	2016-10-17 12:18:12 	Execution of task T_ROB1 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB1"}
6311792   	I   	Operational         	10151   	Program started                         	2016-10-17 12:18:12 	Execution of task LOGGER2 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "2", "LOGGER2"}
6311793   	I   	Operational         	10151   	Program started                         	2016-10-17 12:18:12 	Execution of task LOGGER1 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "3", "LOGGER1"}
6311794   	I   	Operational         	10151   	Program started                         	2016-10-17 12:18:12 	Execution of task T_ROB2 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "4", "T_ROB2"}
6311801   	I   	Operational         	10020   	Execution error state                   	2016-10-17 12:18:17 	The program execution in task T_ROB2 has been stopped due to a spontaneous error.	{args: "4", "T_ROB2"}
6311802   	I   	Operational         	10126   	Program stopped                         	2016-10-17 12:18:17 	The task T_ROB2 has stopped. The reason is that an error has occurred. 	{args: "4", "T_ROB2"}

System log messages
SeqNo     	Type	Category            	Code    	Title                                   	Date                	Description	Arguments
2683510   	E   	System              	20072   	Not allowed command                     	2016-10-04 03:32:23 	The command is not allowed in Motors OFF state.	{args: "65"}
2786731   	E   	System              	20072   	Not allowed command                     	2016-10-06 04:59:21 	The command is not allowed in Motors OFF state.	{args: "65"}
2787844   	E   	System              	20074   	Not allowed command                     	2016-10-07 20:12:53 	The command is not allowed in Guard Stop state.	{args: "46"}
2788687   	E   	System              	20074   	Not allowed command                     	2016-10-08 05:54:08 	The command is not allowed in Guard Stop state.	{args: "46"}
2788803   	E   	System              	20063   	Not allowed command                     	2016-10-09 09:38:45 	The command is not allowed in Manual full speed mode.	{args: "57"}
2788962   	E   	System              	20128   	Work object data has changed            	2016-10-11 23:54:18 	The active work object T_ROB2/currentWobj2 was removed and replaced with wobj0. The work object data was located in task: T_ROB2 connected to mechanical unit ROB_2.	{args: "T_ROB2", "ROB_2", "T_ROB2/currentWobj2", "wobj0"}
2789133   	E   	System              	20072   	Not allowed command                     	2016-10-12 01:00:00 	The command is not allowed in Motors OFF state.	{args: "65"}
2792835   	E   	System              	20072   	Not allowed command                     	2016-10-12 03:26:24 	The command is not allowed in Motors OFF state.	{args: "65"}
2793757   	E   	System              	20072   	Not allowed command                     	2016-10-12 07:28:22 	The command is not allowed in Motors OFF state.	{args: "65"}
2793766   	E   	System              	20072   	Not allowed command                     	2016-10-12 07:29:06 	The command is not allowed in Motors OFF state.	{args: "65"}
2793868   	E   	System              	20202   	Emergency Stop open                     	2016-10-12 08:36:39 	The emergency stop circuit has previously been broken, and while broken, an attempt was made to operate the robot.	{args: }
2794585   	E   	System              	20074   	Not allowed command                     	2016-10-12 22:44:53 	The command is not allowed in Guard Stop state.	{args: "46"}
2796017   	E   	System              	20072   	Not allowed command                     	2016-10-14 07:34:35 	The command is not allowed in Motors OFF state.	{args: "65"}
2796662   	E   	System              	20074   	Not allowed command                     	2016-10-14 08:40:27 	The command is not allowed in Guard Stop state.	{args: "65"}
2796667   	E   	System              	20074   	Not allowed command                     	2016-10-14 08:40:45 	The command is not allowed in Guard Stop state.	{args: "65"}
2796982   	E   	System              	20128   	Work object data has changed            	2016-10-17 09:50:53 	The active work object T_ROB2/currentWobj2 was removed and replaced with wobj0. The work object data was located in task: T_ROB2 connected to mechanical unit ROB_2.	{args: "T_ROB2", "ROB_2", "T_ROB2/currentWobj2", "wobj0"}
2796987   	E   	System              	20072   	Not allowed command                     	2016-10-17 10:04:04 	The command is not allowed in Motors OFF state.	{args: "65"}
2796992   	E   	System              	20072   	Not allowed command                     	2016-10-17 10:04:15 	The command is not allowed in Motors OFF state.	{args: "65"}
2797046   	E   	System              	20072   	Not allowed command                     	2016-10-17 10:32:13 	The command is not allowed in Motors OFF state.	{args: "65"}
5949170   	E   	System              	20072   	Not allowed command                     	2016-10-17 11:53:45 	The command is not allowed in Motors OFF state.	{args: "65"}

Hardware log messages
SeqNo     	Type	Category            	Code    	Title                                   	Date                	Description	Arguments
2683304   	E   	Hardware            	39505   	Mains Voltage to Power Supply Lost      	2016-10-01 06:19:12 	The mains power supply to the power supply unit in Drive Module 2 is missing. 	{args: "2"}
2683548   	E   	Hardware            	39505   	Mains Voltage to Power Supply Lost      	2016-10-04 03:42:16 	The mains power supply to the power supply unit in Drive Module 2 is missing. 	{args: "2"}
2783762   	E   	Hardware            	39505   	Mains Voltage to Power Supply Lost      	2016-10-04 04:06:08 	The mains power supply to the power supply unit in Drive Module 2 is missing. 	{args: "2"}
2787104   	E   	Hardware            	39505   	Mains Voltage to Power Supply Lost      	2016-10-06 05:17:29 	The mains power supply to the power supply unit in Drive Module 2 is missing. 	{args: "2"}
2788604   	E   	Hardware            	39505   	Mains Voltage to Power Supply Lost      	2016-10-08 03:03:59 	The mains power supply to the power supply unit in Drive Module 2 is missing. 	{args: "2"}
2788757   	E   	Hardware            	39505   	Mains Voltage to Power Supply Lost      	2016-10-08 06:11:06 	The mains power supply to the power supply unit in Drive Module 2 is missing. 	{args: "2"}
2788855   	E   	Hardware            	39505   	Mains Voltage to Power Supply Lost      	2016-10-11 00:17:20 	The mains power supply to the power supply unit in Drive Module 2 is missing. 	{args: "2"}
2792184   	E   	Hardware            	39505   	Mains Voltage to Power Supply Lost      	2016-10-12 01:07:44 	The mains power supply to the power supply unit in Drive Module 2 is missing. 	{args: "2"}
2793116   	E   	Hardware            	39505   	Mains Voltage to Power Supply Lost      	2016-10-12 03:49:06 	The mains power supply to the power supply unit in Drive Module 2 is missing. 	{args: "2"}
2793248   	E   	Hardware            	39505   	Mains Voltage to Power Supply Lost      	2016-10-12 06:10:56 	The mains power supply to the power supply unit in Drive Module 2 is missing. 	{args: "2"}
2794550   	E   	Hardware            	37001   	Motors ON contactor activation error    	2016-10-12 21:12:05 	Motors ON contactor 1 in drive module 1 failed to close when ordered.	{args: "1", "1"}
2794674   	E   	Hardware            	39505   	Mains Voltage to Power Supply Lost      	2016-10-13 05:21:24 	The mains power supply to the power supply unit in Drive Module 2 is missing. 	{args: "2"}
2795709   	E   	Hardware            	39520   	Communication lost with Drive Module    	2016-10-14 07:09:34 	The main computer has lost contact with drive module 1.	{args: "1", "3"}
2795711   	E   	Hardware            	39520   	Communication lost with Drive Module    	2016-10-14 07:09:49 	The main computer has lost contact with drive module 1.	{args: "1", "1", "60007"}
2795713   	E   	Hardware            	39520   	Communication lost with Drive Module    	2016-10-14 07:09:49 	The main computer has lost contact with drive module 2.	{args: "2", "3"}
2795759   	E   	Hardware            	39505   	Mains Voltage to Power Supply Lost      	2016-10-14 07:15:17 	The mains power supply to the power supply unit in Drive Module 2 is missing. 	{args: "2"}
2795800   	E   	Hardware            	39520   	Communication lost with Drive Module    	2016-10-14 07:17:42 	The main computer has lost contact with drive module 1.	{args: "1", "3"}
2795803   	E   	Hardware            	39520   	Communication lost with Drive Module    	2016-10-14 07:17:57 	The main computer has lost contact with drive module 1.	{args: "1", "1", "60007"}
2795805   	E   	Hardware            	39520   	Communication lost with Drive Module    	2016-10-14 07:17:57 	The main computer has lost contact with drive module 2.	{args: "2", "3"}
6310926   	E   	Hardware            	39505   	Mains Voltage to Power Supply Lost      	2016-10-17 11:59:50 	The mains power supply to the power supply unit in Drive Module 2 is missing. 	{args: "2"}

Program log messages
SeqNo     	Type	Category            	Code    	Title                                   	Date                	Description	Arguments
2797085   	E   	Program             	40228   	Execution error                         	2016-10-17 11:00:53 	The execution of task T_ROB1 has been stopped by a runtime error 112600.	{args: "T_ROB1", "112600"}
2797088   	W   	Program             	41595   	Socket error                            	2016-10-17 11:01:03 	Task: LOGGER1.The connection has been closed by the remote host. Program Ref: /LOGGER/main/SocketSend/91.	{args: "LOGGER1", "/LOGGER/main/SocketSend/91", "ERR_SOCK_CLOSED", "54:10:2:192.168.125.100:55940:0.000000"}
3339759   	W   	Program             	41595   	Socket error                            	2016-10-17 11:10:47 	Task: T_ROB2.The connection has been closed by the remote host. Program Ref: /SERVER/main/SocketReceive/291.	{args: "T_ROB2", "/SERVER/main/SocketReceive/291", "ERR_SOCK_CLOSED", "54:10:2::41145:8388608.000000"}
3510442   	W   	Program             	41595   	Socket error                            	2016-10-17 11:13:39 	Task: T_ROB2.The connection has been closed by the remote host. Program Ref: /SERVER/main/SocketReceive/291.	{args: "T_ROB2", "/SERVER/main/SocketReceive/291", "ERR_SOCK_CLOSED", "54:10:2::41568:8388608.000000"}
3582097   	W   	Program             	41595   	Socket error                            	2016-10-17 11:14:52 	Task: T_ROB2.The connection has been closed by the remote host. Program Ref: /SERVER/main/SocketReceive/291.	{args: "T_ROB2", "/SERVER/main/SocketReceive/291", "ERR_SOCK_CLOSED", "54:10:2::41933:8388608.000000"}
3830504   	W   	Program             	41595   	Socket error                            	2016-10-17 11:19:02 	Task: LOGGER2.The connection has been closed by the remote host. Program Ref: /LOGGER/main/SocketSend/91.	{args: "LOGGER2", "/LOGGER/main/SocketSend/91", "ERR_SOCK_CLOSED", "54:10:2:192.168.1.10:33906:0.000000"}
3935461   	W   	Program             	41595   	Socket error                            	2016-10-17 11:20:48 	Task: LOGGER2.The connection has been closed by the remote host. Program Ref: /LOGGER/main/SocketSend/91.	{args: "LOGGER2", "/LOGGER/main/SocketSend/91", "ERR_SOCK_CLOSED", "54:10:2:192.168.1.10:34300:0.000000"}
3935462   	W   	Program             	41595   	Socket error                            	2016-10-17 11:20:48 	Task: T_ROB2.The connection has been closed by the remote host. Program Ref: /SERVER/main/SocketReceive/291.	{args: "T_ROB2", "/SERVER/main/SocketReceive/291", "ERR_SOCK_CLOSED", "54:10:2::42538:8388608.000000"}
4044649   	W   	Program             	41595   	Socket error                            	2016-10-17 11:22:38 	Task: LOGGER2.The connection has been closed by the remote host. Program Ref: /LOGGER/main/SocketSend/91.	{args: "LOGGER2", "/LOGGER/main/SocketSend/91", "ERR_SOCK_CLOSED", "54:10:2:192.168.1.10:34613:0.000000"}
4631594   	E   	Program             	40228   	Execution error                         	2016-10-17 11:32:24 	The execution of task T_ROB1 has been stopped by a runtime error 112600.	{args: "T_ROB1", "112600"}
5004008   	E   	Program             	40228   	Execution error                         	2016-10-17 11:37:53 	The execution of task T_ROB1 has been stopped by a runtime error 112600.	{args: "T_ROB1", "112600"}
5053670   	E   	Program             	40228   	Execution error                         	2016-10-17 11:38:43 	The execution of task T_ROB1 has been stopped by a runtime error 112600.	{args: "T_ROB1", "112600"}
6231485   	E   	Program             	40228   	Execution error                         	2016-10-17 11:58:30 	The execution of task T_ROB1 has been stopped by a runtime error 112600.	{args: "T_ROB1", "112600"}
6246280   	W   	Program             	41595   	Socket error                            	2016-10-17 11:58:45 	Task: LOGGER2.The connection has been closed by the remote host. Program Ref: /LOGGER/main/SocketSend/91.	{args: "LOGGER2", "/LOGGER/main/SocketSend/91", "ERR_SOCK_CLOSED", "54:10:2:192.168.1.10:36640:0.000000"}
6267176   	E   	Program             	40228   	Execution error                         	2016-10-17 11:59:06 	The execution of task T_ROB1 has been stopped by a runtime error 112600.	{args: "T_ROB1", "112600"}
6311724   	W   	Program             	41595   	Socket error                            	2016-10-17 12:12:35 	Task: LOGGER2.The connection has been closed by the remote host. Program Ref: /LOGGER/main/SocketSend/91.	{args: "LOGGER2", "/LOGGER/main/SocketSend/91", "ERR_SOCK_CLOSED", "54:10:2:192.168.1.10:37368:0.000000"}
6311744   	E   	Program             	40228   	Execution error                         	2016-10-17 12:14:26 	The execution of task T_ROB2 has been stopped by a runtime error 112600.	{args: "T_ROB2", "112600"}
6311766   	E   	Program             	40228   	Execution error                         	2016-10-17 12:15:58 	The execution of task T_ROB2 has been stopped by a runtime error 112600.	{args: "T_ROB2", "112600"}
6311778   	E   	Program             	40228   	Execution error                         	2016-10-17 12:17:38 	The execution of task T_ROB2 has been stopped by a runtime error 112600.	{args: "T_ROB2", "112600"}
6311800   	E   	Program             	40228   	Execution error                         	2016-10-17 12:18:17 	The execution of task T_ROB2 has been stopped by a runtime error 112600.	{args: "T_ROB2", "112600"}

Motion log messages
SeqNo     	Type	Category            	Code    	Title                                   	Date                	Description	Arguments
2795707   	E   	Motion              	50430   	Underrun in the Axis computer           	2016-10-14 07:09:33 	The Axis computer in drive module 2 has detected underrun of data from the Main computer and therefore stopped the execution.	{args: "2"}
2795710   	W   	Motion              	50438   	Motor off sequence has timed out        	2016-10-14 07:09:38 	The mechanical unit ROB_1 has not been able to finish the motor off sequence during configured time.	{args: "ROB_1"}
2795756   	E   	Motion              	50430   	Underrun in the Axis computer           	2016-10-14 07:11:56 	The Axis computer in drive module 2 has detected underrun of data from the Main computer and therefore stopped the execution.	{args: "2"}
2795757   	E   	Motion              	50430   	Underrun in the Axis computer           	2016-10-14 07:11:56 	The Axis computer in drive module 1 has detected underrun of data from the Main computer and therefore stopped the execution.	{args: "1"}
2795797   	E   	Motion              	50430   	Underrun in the Axis computer           	2016-10-14 07:17:41 	The Axis computer in drive module 1 has detected underrun of data from the Main computer and therefore stopped the execution.	{args: "1"}
2795798   	E   	Motion              	50430   	Underrun in the Axis computer           	2016-10-14 07:17:41 	The Axis computer in drive module 2 has detected underrun of data from the Main computer and therefore stopped the execution.	{args: "2"}
2795802   	W   	Motion              	50438   	Motor off sequence has timed out        	2016-10-14 07:17:46 	The mechanical unit ROB_1 has not been able to finish the motor off sequence during configured time.	{args: "ROB_1"}
2796002   	E   	Motion              	50027   	Joint Out of Range                      	2016-10-14 07:33:46 	Position for ROB_2 joint rob2_6 is out of working range.	{args: "rob2_6", "ROB_2"}
